;avg_spending;favorite_purchase_cluster;likes_sales;favorite_browse_cluster
617425bf0cf5e8ee13ff0949bad3a24ca2b063a1;395;7;0;1
6183ba28945821282334cab84f9edf65231a4e0f;285;1;0;1
619c49f6de7649e5a4cbcaf91d17f67b66f287a1;430;2;1;2
61a3b5339e7122c2106794218e1f0c53f2757f96;340;9;1;9
61bc432403338c21843a58c3550ec67a6ce28063;280;0;0;2
61d99be1dec93e3077ca44a1713222958da627c9;201;0;0;0
61e177d4817dd6b41b829505f65e6ae20a6cc1c2;400;2;1;9
61ea201c2282c0ac5e4fe18a1a452697f127af30;499;6;0;1
61f0d03e48909d4514533de696803c87a44f9827;100;7;1;7
61f10dbe40142eca8957082864420d105a6c0d62;545;7;1;0
61f262e21f5d327bbac1df1b24030831c21c37f7;160;9;1;2
61fda22b720deb56144d9c49cbb8244aa36825ef;829;0;1;1
621d0af627af65979fd2e70f215996aeda2f613f;765;0;0;2
622fe93375455e1c1ff16c070162013d6b9381be;547;6;1;6
624d4ca2e45826092a7a75e60c5feb46421fc4a3;835;7;0;7
62523519143b0555babfb2f8a72f308ccf3a0879;1465;6;1;2
625a0ff2ef549812b06f016d39276d3330579706;450;2;1;2
626b7757db468040d15575cec52ba36b4e6fa050;290;3;1;3
627b4370e1acfec64a3fc45c20d72259e1576ebe;450;2;1;2
6289c983b13b8c86f5b836cd2d0f82ccd3544c82;640;3;1;9
628b8798a781183854a0c715a0cac45d81172eaa;352;3;0;3
628be176c1d865d9af05edd928791a83126876db;1190;1;1;2
62e2a10da77881b6862a2ab6206a7349476a3b8d;600;2;0;0
62e335c7c98ceb5c47774c3cee108af8cecd2baf;300;2;1;2
62e9e33b2ee7e34d489f57475be0561e7a00d3b8;685;2;0;2
630292d149713bb9164c519f184e8072ed33bf73;575;6;0;6
6308e7fe88ef77dd1b727df1fc6575b830cb0550;201;1;0;1
6311623bac86ade67c292200634fae15212c6b92;1260;1;1;1
631b6cd42583e3bc25e9b839e79319a336adb1fe;1750;2;0;0
63275fffc38e584a48be2f051c913205590884ec;645;6;1;6
63280bb9384980773943a88da7274f6c0e29441e;160;2;1;2
632de0a2921c221c63126bb351479cce593208cf;450;1;1;1
632e8658220c7adc37d3b3bad3c64746ae2a1b77;610;0;0;1
6343b28348431e572e261ac9b0d2d612b20b7909;190;1;1;1
6378097ea7a10c664838adfc30fc683221ee16e6;90;9;1;9
63a22f2b66bf1123bdca0e03f8d52d60e9605ff9;277;3;0;9
63a5666c271795a4e0b6f8a4be2fb3393f853bba;287;2;1;2
63bf2113b986d800f41d3e91a43021c04cb25a9e;319;1;1;1
63cc04a2b4d4c7e037d70e54554483d252feacbd;440;1;1;1
63d43d18c4cdf554bbe885f0836a01ed52278805;935;9;1;9
63dec0e29946200eb10a07a6bb55aca33638c12f;200;3;0;7
63e07f55f97bb08695e0a464e1d0f4835d29fe91;860;2;1;9
63f786da6705c7506881fcb14f1416eadb8cccd8;930;1;0;1
63f79e4f74f35b5daf7f24e37e545cd910689195;889;1;1;3
640889ffd44594b02cc071adea57dc4c34db1c7c;394;2;1;2
64186e831aefbba47a1baa1aa59fb80a4a26c491;270;0;1;1
6419ba62e0c52a6911506abe449da7450341f042;477;1;1;6
641c89842b3ad39f71be12aa4598c358d77e76f5;495;3;1;7
641f1ec1033ca3e6a81cfee16d3303895f661aa6;470;2;0;8
642b9b9e89428f22d78a0a5d9d4be27d6345c7b3;180;3;1;3
6475f8d966ab016f3baf1908210994aec2de654c;406;1;0;1
6484aaf2db2faf4f883a9bbe95b4782814b1d5dd;1000;0;0;0
648a8c3549d4ca3d6e19c708ef5315c12393f626;410;0;0;0
649ff6d90b5f993407d76b4891fec70d9741fe8b;65;0;0;9
64a0c309a9d612c56fb4c260d1e66c5fc7a31b39;130;9;1;9
64a579e5345b2f4eb09ea31ec68a5ca5f7ec313e;0;1;0;1
64ebe71b5fee54e01deb486aa4e33f34147bbd60;165;8;1;6
64fa9d54c7c6dc06c44b9a24716d319ae00b43ce;303;2;1;2
6505249c79aa2613a14c6a638b2fc17e8a6072f8;600;2;0;2
651332fc4b0fbfed1b3a343690032e19ecb99a3d;350;2;1;2
6536172dd3a7f09b070b06694b33c409569deff1;293;2;1;2
654381e1dbf585d7854b0867d03d2ccb34793f79;100;9;1;0
654500c1f2507ac1b6578a51649b698b8016f383;110;7;1;2
656ad71ad6d8ed39c65ac0136e124675f6500e03;579;2;0;2
656cd6c3d804965d6239674cbc3bd4a5ff20c476;240;1;1;1
65a27d041f3c5d3bdbae7edce479fac1d5e7f630;1353;1;1;1
65b16b6ed9fbb80560a042b66958cee336391b05;290;1;0;1
65b387ed4b9dd08353b333c271d7fc66ebb18604;419;1;0;6
65b74bdb4b9d0b1ca5f652586bbd362a6a61a0b3;414;9;1;9
65dc0ff70d26ffecb592ba5aeabcc6cf00b8d455;0;2;0;2
65e21bb9f5d24bf79c41b0ee74c175a6a140888c;1040;9;1;9
660162c9fd961ef7ae957b9fc2cc0e05e5a3fe07;300;2;0;9
6610b7c26be9fb6ca0c31effccfe64770007b184;280;2;1;2
661b4d7393fcd093a86e368ad6e89c68380dfe70;459;1;1;1
662696e6250ca8909d5d449b5afe05d3bca3af19;1160;1;1;3
662f9c1a65fd532149ae1832e5c51a47b4f2ad3f;0;2;0;2
6630cf6345e6441fe088f32ae03cf53a9a690b58;620;2;1;1
663bf4969eeef05b4a69d333a04b23e68fed66a9;620;3;1;9
6643529f3a63a8e253bcc9574f24d44688134d27;169;1;1;1
6645e06229cd04f87655998ecf494f8d93cea369;1107;0;0;0
6651b4916f6e9ce233730d394909eb54dad96aa0;450;7;0;7
666eab5d91f79c295e6d9f0313904a734c8363c0;800;2;0;6
667dc2374aada3f999cf852845de85f5544fbfc4;610;2;1;2
66867d6fd2843da154979f1ab0b7640c826ad0d7;470;1;0;1
669cd40b46b487d102c0039b308abc1f1368a5d1;1645;0;0;9
66a361522fd76910cb479f6031b7c686f2b4b34b;800;2;0;2
66ae9ee2fec910db3ae7c319101e4b3f0703e561;258;0;0;0
66bb66c17116c655dc1ff545eedc969febdd5605;1194;1;1;1
66f6da1089e62492124673674262d3864473c64e;499;7;1;7
671d8b14861766cf90cacd8a08d2f5e5cdd00608;368;6;0;6
671dbb9bdc9ad2e0b612a7b1a79efa6e9f71ef16;150;7;1;7
6744c031e125fc9fae258d72a66067a659581675;170;0;0;0
6782eda0ef3cccca9080dd2b1022a5baf87828f7;250;0;1;0
678fdb94087408e0331871516e682033100a6ac2;350;3;1;3
679a1f8739213f06997aeb178800f878a8944325;1450;1;1;2
67a841e66f405e268a2795271791c4bca3684850;538;1;0;1
67d0a4ad8d12609d15eca32040985045bbf8b861;1231;1;1;3
67d86c4b0016de5e436e2c765b91d42d2e0a5eb4;6763;0;0;9
67dee11226cdc136ddbd71558df869acb456d94a;1200;2;0;2
67f038b3c22ecff8429174f3555507dee270ab92;494;1;0;1
68041a62e62a9df6633f3266aba323c62cfa7d38;771;9;1;9
680eaf78e9052f597a3534f7017ee6b70f520524;414;2;0;9
6822f2a63af6da5d9d81490e511bef9c39d1eb76;400;2;1;2
683bae794f6f9259daaa480f1eb6ae8a1543c1ab;730;6;1;6
68407e7ea8983fe8e5f6522ea1fa880ac33cb162;545;9;1;0
6865b96e09eee04ae0c316bd230d5fddc329be68;240;1;0;1
68a8f0e53876ee4082596c8056a7e70dedc997e8;200;3;0;3
68b3c0d21c5b4f98e0fdfea25ebe9ff7f15486bf;0;2;0;2
68c462e99fd3b420879d9f6605e0661dca81e3cf;160;3;0;3
68cb6310553e3751ff320f038631f0661009f36f;415;2;0;2
68e0de2f149b410ee17e9e06ec482cf323b1cd0d;527;9;1;0
68e5b560d68ea8d0cdd438323a989e71e465cdb5;639;0;0;0
6907fdfa84ace3a33a65b4a3fa15b04d6b0e5433;190;0;1;3
691ce09b59141a4995f3775e359595faaf4664ab;457;2;1;9
6928d83635314124597fcce2f90c301063b6854d;1489;9;1;9
692ae4ca3bbb68ab9efe5bbd84212ceb62b40120;157;1;0;1
69445ea76f020346516adcefc0e34ce16f18f650;0;7;0;0
697fcc0227c9e81e0d3bdb2caa6bfa2cd474368a;1203;6;0;6
69a4b1964b9b822828b47ddb0e15b57c7a9a149f;1299;2;1;2
69e0201c99d23f1c68e49512d301f403f8fc52b9;497;2;0;6
69f9dd8e687d6525ed9128d1c22762805e293b3e;550;2;1;2
6a29a3ef976286cf60730128ff07d7b3ff02b659;949;1;0;7
6a2efd5b294e5c657d5af45c6d8732953c391bf8;355;2;1;2
6a358f4970821351d673c76bc19d8d0abfc4ff62;1250;1;1;3
6a3a5202ac4ceb6cf641ace114ef491d3964273e;350;2;0;2
6a50812a7e26098647f882a0ecc030855b678d67;617;1;1;1
6a555f1332cd76e0ff056fb4c333a5870924c21e;465;7;1;3
6a5d74464c479be1842c2523e5f62911f4435636;213;1;1;2
6a5fd6af8950c2163e0f958865efc755459e20fd;130;9;1;2
6a61a604ce483460972e599a24856702dc1a9464;350;2;1;2
6a81d7c8a4868459cff3d79f69a857cb538df59f;460;0;0;2
6a838fd7945003b39701d5d1c11e90baf45dbb1b;350;2;0;2
6a88569d6f8233742e29a9e3f623f08d91d5bbe9;465;9;1;9
6aac60eb57f7c7996f6bf5d8dc672f16ddbdd871;210;3;0;3
6aae26e4b42d54aee197e54efedb3227ae782047;1057;1;0;1
6ab6ee1118a58d3164836f18e0fb6d64341797d8;360;9;1;9
6abd6c5d3e03ef679887575bfe60a5124a7a1682;448;6;0;1
6ad197e42590f5b36a01075f938d9f30e8aeb723;350;3;0;2
6ad200c93b3fce6984bee672e1b16c4959559524;600;7;0;1
6b34f0efcb0840e7ed5fe4e769fe4c610e21e200;218;2;1;6
6b387fde60ad9fd28c3d8072b8344b9f83ae070d;480;1;0;1
6b3e4cedbb75af71a5efe1e2fa78042b46362877;1269;0;1;7
6b3f14bb329fde0b4dabf385c45a1769ddd3e89f;400;7;0;7
6b548d78a7e11371cc99fb988d1d367ed80b5704;1456;9;1;9
6b5e5a01a52a50e09bc1541c5a28747e4b93eb40;425;2;1;2
6b64e83f4b85d27a37a4cdc9453e38eebc990797;315;0;1;1
6b7c2f1c8cf2b8a94be839dca8cc1ec5d26fcc07;610;9;1;2
6b9b2462d81ed6ab6a2fb9d54e6ed2fe3769b7d2;0;2;0;9
6ba7a6ca66195b49d1571f341af93247d8816a47;366;2;1;9
6bad74f175017ab5948b9fd91fdeece8bdbea152;218;7;1;3
6be8ad49e1ebfd26f00b051c09a434ed0e98fe45;520;2;1;2
6c293d7ea3b6058f9ca74f9739acc3b934642c89;640;7;1;3
6c363a0e31d52da36fd7b54ebf1dcd4ee4fed3b5;450;9;1;0
6c444944ec205dfe26f7a8d40fca1bb20fe4d4cd;80;0;0;0
6c506b6c1c9155e6d2777287704d9e0d6d5e4d11;180;9;1;9
6c533ebdc0a7c1426192c99231d70ae51e57d599;1100;3;0;3
6c5c5d6a18eef6e736e29aa7b2fbc295addb916e;899;2;1;9
6c838454959fcf583af28a3d9aef3f958fd84df2;310;0;0;0
6c955a00df1bc67a3dd9369555d87dee74586a54;290;1;1;1
6c9654a77413c1bc3344cdafa94566637e309e4e;1447;1;1;1
6ca66e86df070d5b0e271c0befc8d40fbb9fb5f9;252;1;1;1
6cb2925a2d1b468788c283726876380ce7c4fafe;800;7;0;7
6ce1885923890034caa258b77cff6c1ba83cbeb0;714;2;0;9
6ce5fe441496e17e35661c1a09c9f85da1b83ba2;360;2;1;0
6ce931a4059bd355d2056d1be761a83d21929387;525;2;1;2
6d0e17b1a6911142292c69d9d2861f306d5f81fb;416;1;1;9
6d1e2f8a97966dd262ad47262eff392139fdb740;2403;1;0;1
6d3475725f6723f68f8431831eed10763397db12;370;0;0;1
6d3e75baae7b9b8c39c8053e8687ef39f8604e33;630;7;0;7
6d4af774b1811c597de9a1db9803f489befbd638;523;0;0;2
6d6c5dd61c99f3d4fc452945acfb8985e0ac2ec4;300;2;1;0
6d755a7bb5f9476154823ba919f9c03665da65d3;400;7;1;1
6d7d1bd6f8e10aa4c0e14c78718b9044e3c5369c;250;2;1;7
6da128bbf0d25245b2f64b018491ecc3470d8c0a;749;7;1;7
6dab03e2166cc6af4f64483888ff92cd971d00ff;3366;3;1;1
6dd52a9ad1b127c4e3e24d8ca500f15e9f4b5bcc;590;9;1;9
6de540da9642e22719c6745f70cebe8340077f04;150;2;1;2
6dff4b51256855d1f3db46b6c3d3598066d8d789;255;2;1;2
6e073504ba9ca1f1856be5c01ef1b2e01bd4137f;350;9;1;9
6e0eb30995f9a705497d61060acfbdd36b45f83c;630;7;1;7
6e211dcbd82d2ceec90b7e00932b0e85f7312d81;225;2;1;6
6e214d5c7ab0831056ad634c313570b7298b3bd3;369;0;0;1
6e34952c4d2578ea1fa446569a4a7cc22ea340ee;0;0;0;0
6e38f926d9db48bb9317e69a7e772ff750cc7a8e;379;9;1;9
6e407a4e72546e3f3b054f5d49be4960c71cbbb1;532;2;0;3
6e49377b01cc0401f8443a8c108365cb7e609496;660;2;0;3
6e5af933a8db6222fcbd4b06aa3a37e56d122b74;399;6;1;6
6e716f0dd60044dabe973ff5ce68e8deb03a9e46;250;0;0;0
6edeef0660a71ba6c8f55dda80271e7fc1199ed1;1519;6;1;6
6ef85287c768c021553660bdfe28287e49af691d;727;2;1;2
6f138ad55725d916f924717cecc0699adcd5be3c;470;0;0;0
6f329ca82ef3fffec93c3b7f8c415683149c240a;170;6;1;6
6f41dbc296686281311f1acc7a86e344c59bb4c1;699;1;0;1
6f427c5c9b5c9cd31a516be0b2050f216b0aa200;560;7;0;9
6f68c6d7bf7abb843bb941645f4852e490dfb436;330;0;1;9
6f6c68ece4c96e71f79c91a3bf8be5736f15544c;230;2;1;9
6f77486bfae80825deb6b26c151bd420ab36f636;350;2;1;2
6f8cbe9cc9ae42b7b0390b46e3ce9aba333091b0;550;7;1;7
6fb4ecbd8ee9403a835c04b471ed34430bf5f4ad;236;2;0;2
6fd6dce2a11476c7a512658f241c6262fbc4e17d;350;2;0;0
6ff76ddd97f86cded95eac27ca515203f93bb5f9;733;7;0;7
700028423c6a0a00171d4fab39be0dc419d9911a;306;1;0;1
700773aa6de54a1bd6d6f70b4d5eba807742b541;429;1;0;3
7014bff98c40f713c3835c6bb597dd95d0786938;350;2;0;0
703803953bcd24d02096fc8f4a89eb14d0d1b623;230;3;1;3
70394da65033831fe7f91a8c4476e0ee03536558;2576;3;1;3
70450b28bec1d5d259cd2d9364eec69f58923627;800;2;0;9
7070384c3d60c51bad1892ba41555e0b1af3ac1e;600;7;0;7
70d0ec73bbd080189922694a1be985aef700cfd6;799;1;0;1
70f96b87bc90062ee3647016235ab777e5e65059;150;7;1;7
70fa5ae648f5a06c6b2b1e89407ea97f93be670b;350;2;1;2
70fc3cdf7edf0c5b1822796bdf8fae4a8689114c;830;2;0;2
710066e4da7ae940dcaaf5bfaeb1151dc31e9ba9;0;2;0;1
711243e96046d43cf899004b555954839ac310b4;1646;3;0;3
71254ee0e652c8a0ca9237e439aa6e72a62aa039;0;2;0;2
71289845704d890d4c7d20310292de9454168943;260;1;1;1
71393212e01b34e9f16087dc5c0d5608626c9b4a;369;2;0;0
714a5c91aa7e6be88ce67b666f293e7e2ca994a3;734;1;0;1
717a76a811454fa92c7f100f5130a3ac80e4ed1a;395;0;1;2
71804e9290e661b591f0c157ac77332f2ea5466e;920;7;1;1
718199f5382e1b8c2546b31978f8487312d4cf93;439;0;1;0
7192d6ea0157436f7dc86436601e4e2e232d0246;656;1;0;1
71bb0cad5baf818b500648f52867d1f4cdb4f7b4;967;9;1;0
71c8da9b5330b6c23d0b8b16c30fb8e2e2444f31;190;7;1;1
71f3b351b743114a0e03dfe3212695e8190f1ace;385;0;0;9
72012b463cb70ea39b2cc92e4c22d8fda53b1678;1920;0;0;1
7207cb1ea05c1bb016a295953edb38af7a54674f;120;0;0;2
720bbc9e86d086c79cdf6039607c45a4bf060a8c;695;6;1;6
7219a7ff233d55eecabdf6832c1d9f223baca8d1;223;2;1;2
721f64ce513841bcf6310c45c2fa70b6803dcfab;1067;2;0;2
72295f83779b7f31762d086dca1d9a5b8d9e877f;440;2;1;2
723044a74cbd6e29145690259e529acd9e61f8a4;260;1;1;1
7254d972106270408a7fb16731a2ed7468c60f72;0;2;0;2
726010e2cc90b563ad17afa248d631f739a6c1d6;1130;3;1;1
727816133b25ca49ab02b36cdc34dace510bafb5;775;1;1;1
72857df5f6432be2b7c882a00fba8dea65a77a20;300;2;1;2
729bd48a4b1c43a1ca746fbe48fa3b8a0f966b8d;574;2;1;7
72aba46690bdfc187b4140f11c73ed71a645fc93;809;1;1;9
72d0c37d3fdaced41de50e0ce3a3d8f0cc45c76e;185;7;1;1
72d497253b2f31cb69b5f3bf94d699c1fed13011;710;0;0;0
72ec82e84de51ebbd3c3a074164cd809f9abe359;600;2;1;3
72f8c7da83dd3d53d4bebf0afbaf1f5a6a3d4b02;460;2;1;2
730b2722f77c4cca157adac4b9d01ab220488c5f;105;9;1;2
732a3bf59a63cfd8e1d771cf00304cb0eecdd273;0;7;0;7
732ab4b55eb1cfabe45e1c1d03a8f98acd5b1128;500;1;0;6
733f0797a09546725fcfd006496af1570b2b84b9;800;7;0;9
734aec2d8794190e51c8138a919548a18b41c279;280;2;1;2
7350534b8c1e4644391d90b0e2bf77132ccc1849;766;0;1;0
736c917a47a833eacf876abb9a1736adaefcee14;300;7;1;2
738618bac4c606d6012e969ef37d3fbb75ddfeb2;1115;2;0;2
7395195b6732171074a1b5129480343a87e1caa9;567;3;0;2
74093bcd671641135fb38acace4ef191531b9b20;470;2;1;9
7422275e4762d05e82f1bf7b1dd376276a1cab42;564;1;1;9
742d9aba64831e5d12111ce327d5362a741ddc1e;0;0;0;0
7431de92f146d9c139199de5b11d466ba5a1bdf2;760;9;1;9
746928c2e896725a8d0da0fe9f040f5237800aaa;240;1;1;1
7483253d297e0416209f1cff206c42801e9443cf;460;2;1;9
748893bad4680e8de08bc773a9e6aa5be702cbdf;1309;0;0;2
74df283a0a852b82613860b1d419bc249be9373a;300;2;1;2
74f4f9a9c1516d3ae7e2a40940427a196fb55f53;864;2;0;7
74ffdd9aca57232c57bce1b6c186f179c9285114;150;2;1;2
750413757385e5b7e6bd42e33f107f2a563644fc;293;0;1;0
7505bdf5708963603aebb9336039f28052fcd48e;837;0;0;0
752d11e5c539916fa58ace3a702ab313724cd5cb;602;0;0;0
752e0872e8439cbe0087fe4c6dce15861d6b0bc1;720;2;1;9
752ec9336d6ca2853202271c9b15de4331e54824;1120;0;0;2
75527f569d22158e5c6587e05d4060cf3c09f57f;1039;2;0;0
7568c1ed648eb51ae713b7791b0e26f3f275b58e;450;1;1;1
759043bf802fa0884b5f61b7bb2162d324b05020;525;9;1;9
7591c925d713d3efbd6034f7313a3ec21ea30e30;2392;6;1;6
759861690da02e042daa33eaedb753ad6ef88b8b;3829;9;1;0
75a023a23cc719914ae267858384eba2360b6eaf;358;9;1;9
75b89ef20b433d5d4d8566a756dafe3e72a90723;420;2;1;2
75d7c316f4f44659a8b6dee600759bcfc063a553;517;0;0;2
75e3f2aa26df574431c9a03cccf2fd60e4bc5545;1117;0;1;0
75f63ef8fbefabb8f115dd44af0b826b274d7fbf;680;2;1;2
76138bb1f9ba2435bbe5247fc8ab4c20ae569bb3;0;2;0;2
7635b36006cb683ff753864ad993314c0074dc7c;180;1;1;1
766bf983ead1a792da14ac4184ceb313ebad6620;0;7;0;1
766c91c9199774ac476e9ef75d7f71bdfe0289b0;250;2;1;2
768792af6facc014e61b1866fc890862f5c6bc08;180;1;1;1
769ec8848a426c3115ac592616ff99e5ec52257e;300;9;1;0
76b7787f52e8a184c8276b728d0b16673f5b3d87;755;0;1;0
76b82a01aca42acb6ff0d02d62c4fdc1640d7f35;600;2;0;1
76cebc149cc09577b3bdf138a3b6bf80571322ef;830;0;0;0
76f2899d4142b1d60a32019ec430ecb1d95b484c;800;2;0;2
77211d0966dff5e6ba70c32d2b5c9b64431b7a7c;486;1;1;1
7756e3fa1aa114fe4a8b010cd04fb1259f857643;3358;1;1;6
775abe41d2273d279003b1d048a456de8f27de03;150;2;0;2
775ea594d949995e6dfbe3c89e0688b58be09a3d;983;6;0;9
776ae4b503d43890cf33a1c7d7accd84b07ba90c;400;1;1;3
77a88b42754eb9405c7fb86bfffd86eac3844568;150;2;0;2
77b022f879ea76ec46a6597a2390c228f77e1532;279;1;0;1
77b7e825dbaf5b202dafec6a110a936fd23f7ddc;1398;3;0;2
77c2bf64d1b459278e5c159c5b0387df87376ba1;690;9;1;2
77c892b21ac6da872a4356291573d7af49c2c43d;1090;0;1;2
77cd0a0054704ff182e3707c101f496f8ac9b6eb;310;2;1;2
77e5a62f7e9a9b61b4bd322e7764786594544624;489;1;1;7
77e71e1b4445e1709d2f6783f7d5d771078be62c;336;9;1;9
77eb9e3dbb35b5235490b17fcabfaf782721ad3b;1199;0;0;1
77fb8e58780d4bf9ed3ea29ccc48ebf4ce8200ea;300;7;1;7
780c19a0d00c2e6cf26133e81cedf2105be214fa;480;7;0;7
7828e1f3a2b5eddd7fe5c0b78cb7a9e40903707f;588;1;1;6
78486051904d26c55d39d8706e582e967ea782fb;348;0;0;7
7853da4c34f432a8b158ee1c44ddfb348fddac1d;350;2;0;9
7871547a374e7a717ca16e8102ed16601985e1cd;230;0;0;0
7872bb40774bf298438b6e2e3b9509332bae7a47;0;0;0;0
78a3b75f777cbf0274d5106a29a69c451dd17e33;696;2;0;9
78d8913cee6f57eddc2cc016b63e1d12b3463a8b;650;2;1;3
78eadf4aa3ec6c77ee04c6530a3792ef01b78335;1079;2;0;2
78eedeefd51a4639d2079a39c9f3e957d7d70ff2;520;9;1;9
78f61b771e610102bd9fbd6a1adac2878d3ba533;430;2;1;9
79331fb02410063d5476bee9a36ce8ee7408f8cf;744;0;0;0
7935bf8e88cd6fedf2c94c96ef7e53771f8d33ce;100;0;0;2
7940696e9fdd1638b89503a0a0a751947f186efb;287;1;1;1
79511b0d1cbd21c5efdb565fb4390da5df730c7c;1230;2;1;9
795974ba63e2131e8a61b71078512a7cc7861d9b;440;1;1;2
797712bb447725cbf5fededf756703b18cb3a3d5;766;2;0;2
797af299fcc500051ac4807e3439105b7e6cabfc;1451;6;0;6
79cd150398ea8a4a74cb7522c74d82373ac9cf43;720;1;1;1
79d6d86776e08cedb3145450ba219951ac8c4c43;492;0;0;2
79dd48e8fcdedd0ed641158b6d5dcc40721c0c0d;1000;2;0;2
79f756dc722d7f56feae1da1fe12da11242d5e70;1423;0;0;0
7a21e1ebe476d8279f014a0b22742878bdda793a;1199;0;0;0
7a23b63f126acaddc16d9dfd00dc2559c3e55cdd;530;3;1;3
7a2fe409e8e7e1e164e2a4a6b23485036b4545b7;650;9;1;0
7a6d31894c90addbf8e885dd822178c93e2d0f19;700;1;0;1
7aafbc3643a928ca35d29afc2d76320c09382284;249;6;0;6
7ab094b1c2468d755d8f3195453e7efae6799692;0;6;0;6
7ac29822ea37fec40220b2d3d6d18594def517b3;383;2;0;2
7ac9ce2f6633c2c06a46c27b1fbe13b5709e9f1d;790;2;0;0
7acbc9f82b1a489486f400925600684f777de4ea;600;2;0;2
7ad510f17b4ee2148a2d510957236d08f96b42c5;541;9;1;0
7b29041abd235f70bb4a9d8339591f1c3d81fd0c;90;9;1;9
7b311d0a591838d6362e41e81160bfb51eafa20b;100;0;0;0
7b5ccd9ee07b42438dde833c09c39a69e78e7d2f;373;2;1;2
7b5faeb11e5ee3678c499aaf1ce4ce83f4e71423;470;2;1;2
7b622a2989dddbf2b4677a37cac734e907714b68;1090;2;1;2
7b6317f2b6b483c86e04dd208bfcb98cf8c9d79d;250;1;1;1
7b6523264c3987e5f88e2762ca3023faf77473c4;900;1;1;1
7b6867d47f458507caef2a07a06b8dff95f94175;648;1;1;1
7bd00ede6b435b00828ff11c9396711c37cbaef4;410;2;1;0
7bef898251a93d860e0436c0b6c23af0082bb2c9;700;2;0;2
7c00105c7f7a8b00788a04b82f365cb70b810fa6;200;6;0;6
7c018611e895b928a37d2ab2c1a01b035072ea87;559;2;1;7
7c06a01c7603164f25fa12e2313a590b2bec9cfc;330;9;1;2
7c140851104382b6d2b67062df82da8bc2d36e76;500;2;1;2
7c4fbdaa8dab39377418b9af43959d4d8eac5421;70;0;0;9
7c5ac1a0e5c692b9fdec64fb639276b1790cfe6d;620;2;1;2
7c5ae879a2c4712196636f2f4874104d10555061;2550;7;0;1
7c693e0ed46a62c4741db56a4b03a49766a3f298;170;3;1;3
7c69e592fc261ca73878fc3db809a0c8bfb462d3;320;0;0;0
7ca82da08857c98a6537bcb01f4cae7476214f1f;1110;1;1;1
7cee8bb3d40c2a44fc943c61331b6c3f2b6dc19d;1100;0;0;0
7cf8f13657ae531a44f57baa759d65f125c9e1a1;400;2;0;2
7d08c000e9da57f43075a7341f363ec4fa3262ff;490;9;1;9
7d0f18e76db47b7036da0860fbd9d46c99020b66;450;2;0;2
7d3f34ddb111813e458e7b431713512becf832ab;500;2;0;9
7d4906d870f1a2d24f8e22fc23f96037fc6d5495;690;2;1;2
7d5c6c7faa914cb78e2d25207c308c72834f6b60;265;0;1;9
7d72bdd95b6a308a59fb698264133c20c837a00e;300;2;1;2
7d7c3787a8646f616b8a2a225a4f6fdb58e3c6d0;426;9;1;9
7d930ab7c0df7aa7b4c4a7ce12054728cdb8d2ef;377;2;0;1
7d94d2b94fe9170b41e59fc5e9477991375543dd;150;2;0;7
7daf9a47da3f5150b69105f0da7800fe51143c4c;690;9;1;9
7dbbe57c3a988ed7db8399fcba203b3bdc1fab1a;820;6;1;6
7ded9c955156e01f961b85c3fbb96ba649ed14c2;800;3;0;2
7df71dae39dea4f7d7ab383ee41a30d2937342da;800;2;0;2
7e1fa544acd6e08b0170f6607f1223268bf70cbd;517;0;1;0
7e4656e96dac2deaa9150f23b8945878f51111f5;687;2;1;2
7e4f2c6c5e17a0e7dca5e32e34de2d1e3f744072;690;9;1;0
7e58d5e3482280ac29cddecb7e4e4f270ff4c39e;400;0;1;2
7e9e0b615cb0fff08daec75ab76f8dca51581dd4;600;2;0;2
7ea0eaedf22a7718c3d019585d8388d5f731509b;603;9;1;1
7ea4647f8c1e673a643e032f83a046e8717a0de4;150;2;1;2
7ea51b633d59e33161e50017f52e3ac6fe65e237;200;2;1;6
7eb4d87fff70e8a6f609ca70abc959670fdb2fa1;302;9;0;1
7ef1bafbc994f8500d3b5a5de8aa2afb2fbe79e5;1914;1;0;1
7ef6cc9913c9610f3af93971272a8dd2e245738e;390;1;1;7
7f0684fef985513a6daaf0304378761e09f55b23;220;1;0;1
7f382cc96515e56c479579520015b392700613d4;310;0;1;9
7f6a6508809ad4fe78fd939b8e0b542b3340ec0e;392;2;1;9
7f6e3fa0085c83306631b4467abb82b2912fda0d;320;1;1;1
7fab38f01b0b208dc0f7c9086b1dbc83839ffddb;450;0;0;9
7fcd326e05efecb18e8b51d01107c3eab6b23931;860;7;0;7
7fe94aff414a694d017422e9cc0dd74a2b98fd3c;590;9;1;9
80140f0a780df2de12b364f18de47437391ec8c6;500;1;0;1
802a94acaaa8e28e79785e10173c56f1d2b8100a;975;1;1;1
803cbd33567de7d1915d4d4ebc2aca22177db567;600;7;0;1
8052ab22944e2cd25937bd43a0720c1f7c130991;472;9;1;2
8054ff576e73e4a5bae646414aa74b9f1335de61;347;6;1;6
805fd26fae7abdf63a1d1190e7ddd7acd4da2c1b;230;2;1;3
806af2807394a0770fa42bafd143c98137cd9996;555;9;1;3
806fed2fa1b2e65d7dbeb3bcf4cea055da8284d6;800;2;0;2
80748b4885af0797d5c81f46a7be009e1127a43e;249;0;0;2
80cdc7a176d6185b19612a776636c713c4827ec1;400;7;1;7
